RecordID,Date,Region,Platform,AudienceCount,EngagementRate,ConversionRate,AnomalyDetected,ModelUsed,ForecastError,RetrainingRequired,APIIntegration,FeatureEngineeringScore
280,2021-06-26,Australia,Email,3049,4.98,0.32,False,Prophet,10.09,False,Successful,65.7
281,2023-04-08,South America,Mobile App,32616,4.88,1.36,False,SARIMA,2.31,False,Successful,66.0
282,2023-05-19,Australia,Website,21932,8.4,3.84,False,SARIMA,2.01,False,Successful,85.0
283,2023-03-21,North America,Social Media,30855,3.68,4.43,False,Prophet,3.07,False,Successful,55.7
284,2021-12-18,North America,Mobile App,62434,8.61,1.12,False,SARIMA,11.5,True,Successful,91.5
285,2021-12-08,Australia,Mobile App,73694,4.13,2.32,False,Prophet,4.44,False,Successful,88.1
286,2020-06-25,Africa,Social Media,44016,3.35,2.36,False,LSTM,0.33,False,Successful,59.3
287,2020-10-23,South America,Mobile App,8400,4.59,4.37,True,ARIMA,14.16,False,Successful,86.0
288,2022-09-05,North America,Mobile App,43642,7.65,3.82,False,SARIMA,2.55,False,Failed,83.4
289,2020-03-29,North America,Website,16151,1.35,2.57,True,LSTM,0.15,True,Successful,87.4
290,2022-02-22,Asia,Social Media,52407,2.04,3.36,False,ARIMA,3.56,True,Successful,59.4
291,2022-03-19,South America,Mobile App,67690,9.52,4.24,False,SARIMA,3.53,False,Successful,57.9
292,2023-06-10,Asia,Website,5499,1.84,0.06,False,Prophet,6.34,True,Successful,61.8
293,2022-01-31,Africa,Email,7295,5.72,2.02,False,SARIMA,13.81,False,Successful,68.3
294,2020-08-04,North America,Website,60040,5.84,4.54,False,SARIMA,13.19,False,Successful,89.7
295,2020-08-22,Australia,Mobile App,13183,4.95,3.7,False,LSTM,6.86,False,Successful,86.9
296,2021-11-26,Europe,Mobile App,30299,6.48,2.72,False,ARIMA,6.17,False,Successful,96.3
297,2021-07-05,Europe,Website,13874,2.38,2.65,False,Prophet,8.33,False,Successful,52.9
298,2022-07-15,South America,Email,33711,5.57,1.75,False,Prophet,3.66,False,Failed,50.6
299,2020-02-11,Africa,Website,6539,3.78,2.61,False,LSTM,0.79,False,Successful,85.0
300,2021-02-18,Europe,Mobile App,54351,6.65,3.28,False,LSTM,14.09,False,Successful,64.0
301,2020-10-29,Australia,Mobile App,62267,1.5,2.1,False,Prophet,2.81,False,Successful,66.7
302,2020-04-09,Europe,Mobile App,49354,5.75,3.57,False,SARIMA,2.98,False,Successful,77.3
303,2022-06-17,South America,Email,3557,1.93,4.31,False,SARIMA,7.09,True,Successful,55.1
304,2023-03-07,North America,Social Media,39360,2.86,0.78,False,SARIMA,7.38,False,Successful,82.1
305,2022-03-21,Europe,Website,83018,2.27,2.26,False,ARIMA,0.29,False,Successful,66.3
306,2023-05-08,Asia,Social Media,3200,1.91,2.05,False,Prophet,2.23,False,Successful,81.6
307,2020-11-04,Africa,Email,69497,8.27,3.44,False,SARIMA,5.68,True,Successful,91.7
308,2023-02-17,Africa,Website,47975,2.93,1.26,False,Prophet,10.26,False,Successful,58.6
309,2022-08-13,North America,Social Media,22357,9.28,3.2,False,LSTM,3.43,False,Successful,96.5
310,2020-05-02,Australia,Mobile App,78505,9.7,4.39,False,SARIMA,6.35,False,Successful,76.5
311,2022-12-14,Europe,Website,3869,5.76,2.1,False,ARIMA,8.36,True,Successful,96.1
312,2020-10-28,Africa,Email,62135,1.52,4.56,False,SARIMA,13.33,False,Successful,60.4
313,2022-06-16,South America,Email,51108,3.81,4.97,False,ARIMA,4.9,False,Failed,80.2
314,2022-08-24,Africa,Website,95179,8.0,0.54,False,SARIMA,2.01,False,Successful,70.2
315,2021-12-10,South America,Email,91272,3.74,1.17,False,SARIMA,7.34,False,Successful,88.7
316,2023-01-05,North America,Social Media,39467,0.96,4.75,False,LSTM,11.2,False,Successful,80.3
317,2022-08-13,South America,Social Media,24328,5.61,4.79,False,SARIMA,1.66,True,Successful,74.7
318,2021-09-28,Europe,Email,92412,8.47,0.5,False,Prophet,6.38,False,Successful,95.6
319,2020-01-01,Africa,Mobile App,87831,7.98,0.08,False,ARIMA,0.28,False,Successful,68.9
320,2020-04-01,North America,Social Media,4987,1.83,0.81,False,Prophet,0.51,False,Successful,61.0
321,2020-08-12,Europe,Website,59871,6.76,4.98,False,Prophet,7.25,False,Successful,80.4
322,2021-03-11,Australia,Social Media,23399,2.28,0.91,False,SARIMA,4.48,False,Failed,81.2
323,2023-10-06,Asia,Mobile App,47214,2.26,2.52,False,ARIMA,12.68,True,Successful,72.0
324,2023-09-30,Europe,Social Media,87416,8.75,4.24,False,LSTM,9.04,False,Successful,74.3
325,2023-09-01,Africa,Email,71271,2.57,0.11,False,Prophet,6.81,False,Successful,98.0
326,2021-08-04,Africa,Website,45064,2.71,3.03,False,ARIMA,6.12,False,Successful,86.6
327,2020-02-14,Africa,Social Media,71091,0.11,1.39,False,ARIMA,7.46,False,Successful,55.5
328,2022-12-27,South America,Email,41818,8.72,4.31,False,SARIMA,0.62,False,Successful,60.6
329,2020-08-25,Australia,Website,46525,7.95,1.42,False,LSTM,13.39,False,Successful,98.8
330,2022-07-18,Europe,Website,20830,6.31,3.44,True,ARIMA,14.97,False,Failed,86.3
331,2021-09-15,Asia,Social Media,18429,7.53,3.37,False,ARIMA,2.73,True,Successful,95.8
332,2020-10-12,South America,Website,7893,1.61,1.12,False,SARIMA,1.81,True,Successful,65.2
333,2022-12-17,Africa,Website,80909,4.64,0.18,False,Prophet,2.16,False,Failed,87.1
334,2021-07-09,Europe,Email,48333,3.58,2.05,False,Prophet,9.92,False,Successful,85.7
335,2023-07-04,Europe,Social Media,4436,1.03,1.45,False,LSTM,9.92,True,Successful,64.7
336,2022-01-04,Australia,Social Media,75290,4.91,4.05,False,SARIMA,12.72,False,Successful,77.5
337,2022-06-26,North America,Website,77213,9.22,4.0,False,LSTM,11.28,True,Successful,81.4
338,2022-05-28,South America,Mobile App,6895,0.5,2.29,False,SARIMA,6.75,False,Successful,74.1
339,2021-10-23,Europe,Email,20738,2.99,3.04,False,Prophet,9.2,False,Successful,91.4
340,2023-09-21,North America,Website,31746,2.15,3.03,False,ARIMA,10.33,False,Successful,91.6
341,2020-07-17,North America,Email,50377,2.46,4.14,False,Prophet,7.7,False,Successful,92.5
342,2022-12-04,Africa,Website,49404,9.09,2.13,False,LSTM,7.14,False,Successful,90.2
343,2023-07-08,South America,Social Media,55045,4.73,1.38,False,SARIMA,9.68,False,Failed,74.4
344,2022-09-02,Africa,Website,98888,4.72,1.33,False,LSTM,8.37,False,Successful,69.1
345,2023-08-26,Europe,Mobile App,40790,7.63,2.69,False,ARIMA,9.66,True,Successful,91.6
346,2022-05-29,Europe,Mobile App,6600,1.63,2.25,False,SARIMA,9.2,False,Successful,74.5
347,2020-09-21,Asia,Social Media,95660,4.92,2.21,False,SARIMA,10.79,False,Successful,62.3
348,2020-12-11,Africa,Social Media,94179,4.36,0.46,False,LSTM,9.65,False,Failed,75.4
349,2023-06-12,North America,Mobile App,41764,6.01,3.6,False,ARIMA,7.8,False,Successful,57.1
350,2023-11-04,Europe,Social Media,75543,10.0,1.08,False,ARIMA,10.23,False,Successful,84.6
351,2021-10-30,Europe,Social Media,46714,7.72,0.99,False,SARIMA,6.75,False,Failed,66.8
352,2022-06-26,North America,Website,57835,4.04,2.07,False,LSTM,3.63,False,Successful,63.0
353,2020-09-13,Australia,Social Media,74744,8.29,1.15,False,SARIMA,0.03,False,Successful,97.8
354,2021-08-11,Asia,Website,57491,1.79,2.92,False,SARIMA,8.4,False,Successful,88.8
355,2021-01-31,Europe,Social Media,19589,0.4,1.86,True,Prophet,8.86,False,Successful,89.4
356,2022-05-12,North America,Website,44484,2.12,2.25,False,SARIMA,14.58,False,Successful,81.2
357,2022-08-26,Africa,Website,83989,3.47,2.69,False,SARIMA,5.43,False,Successful,92.0
358,2020-12-11,Asia,Social Media,37212,5.15,1.03,False,ARIMA,5.92,False,Successful,88.0
359,2020-07-20,Asia,Email,44525,6.19,0.79,False,LSTM,3.03,True,Successful,79.9
360,2021-12-23,Africa,Mobile App,48202,9.11,4.4,False,LSTM,1.07,True,Successful,98.1
361,2020-09-19,Africa,Mobile App,33635,5.15,2.17,False,ARIMA,11.59,False,Successful,59.6
362,2020-04-06,Asia,Social Media,64208,5.06,2.07,False,ARIMA,3.75,False,Successful,97.2
363,2022-08-15,Africa,Mobile App,34828,0.6,0.19,False,Prophet,9.14,False,Successful,70.1
364,2020-07-12,Australia,Social Media,19711,0.45,2.49,False,LSTM,10.32,False,Successful,76.4
365,2023-03-02,South America,Website,4420,5.56,2.78,False,LSTM,7.07,False,Successful,56.1
366,2023-06-18,South America,Email,97752,4.44,2.8,False,LSTM,13.15,False,Failed,77.0
367,2023-12-26,Australia,Mobile App,1301,8.41,3.54,False,SARIMA,6.66,False,Successful,80.6
368,2022-08-03,Australia,Mobile App,46236,1.69,0.9,False,ARIMA,4.28,False,Successful,99.9
369,2023-12-26,South America,Mobile App,67235,0.35,1.27,False,Prophet,13.44,False,Successful,98.8
370,2021-01-28,Europe,Website,55240,4.55,4.06,False,Prophet,12.92,False,Successful,98.3
371,2023-10-25,South America,Website,66726,2.45,4.74,False,LSTM,2.47,False,Successful,67.4
372,2021-04-03,Europe,Email,11492,0.59,0.69,False,SARIMA,0.4,False,Successful,99.6
373,2022-04-26,Australia,Mobile App,7102,7.27,2.49,False,SARIMA,1.36,False,Successful,72.8
374,2022-10-24,South America,Mobile App,51336,1.2,1.08,False,LSTM,4.31,False,Successful,92.6
375,2022-01-21,Africa,Social Media,86314,6.12,0.31,False,SARIMA,14.58,False,Successful,60.8
376,2023-06-28,South America,Mobile App,27641,2.88,1.63,False,Prophet,8.38,False,Successful,75.3
377,2023-10-11,North America,Email,35584,1.82,0.73,False,LSTM,5.61,False,Failed,98.3
378,2022-05-05,Australia,Mobile App,33745,3.86,3.55,False,SARIMA,13.33,False,Successful,97.4
379,2023-06-15,South America,Mobile App,24093,8.03,2.67,False,SARIMA,6.8,False,Successful,84.2
380,2021-06-07,Africa,Email,67105,3.98,0.73,False,SARIMA,4.74,True,Failed,89.9
381,2023-08-24,Africa,Social Media,52885,7.53,0.06,False,LSTM,14.12,False,Successful,58.8
382,2020-04-25,Asia,Email,37631,1.34,4.04,False,SARIMA,12.74,False,Successful,86.1
383,2023-09-10,Asia,Email,73991,7.75,0.89,False,ARIMA,12.66,True,Successful,80.9
384,2022-03-04,Australia,Email,5014,2.45,3.04,False,ARIMA,7.69,False,Successful,54.6
385,2020-05-28,Asia,Website,12093,6.81,1.69,False,ARIMA,11.84,False,Successful,55.7
386,2022-06-22,Africa,Social Media,19070,5.7,2.93,False,SARIMA,2.7,False,Successful,55.4
387,2022-05-29,South America,Mobile App,36777,9.3,1.59,False,LSTM,8.6,False,Successful,86.2
388,2022-05-12,Europe,Mobile App,57958,3.93,0.44,False,SARIMA,14.76,True,Successful,57.1
389,2021-11-17,Australia,Mobile App,83074,0.76,1.12,False,LSTM,4.37,False,Successful,73.4
390,2022-09-08,North America,Mobile App,11729,0.29,0.95,False,LSTM,11.92,False,Failed,67.8
391,2023-02-27,Africa,Email,46017,8.29,2.15,False,SARIMA,7.36,False,Successful,77.5
392,2020-05-22,Asia,Website,67320,5.29,3.29,False,ARIMA,0.61,False,Successful,85.3
393,2020-10-14,Africa,Mobile App,28751,7.77,1.33,False,ARIMA,11.45,False,Successful,84.2
394,2023-09-24,Asia,Email,79069,2.42,0.07,False,Prophet,2.54,False,Successful,75.8
395,2021-07-10,Europe,Mobile App,55748,3.52,2.6,False,LSTM,9.48,False,Successful,73.2
396,2023-01-05,Asia,Email,6801,0.4,3.03,False,SARIMA,1.29,False,Successful,69.9
397,2023-05-25,Africa,Email,20190,9.62,4.81,False,Prophet,14.2,False,Successful,93.1
398,2021-05-12,North America,Social Media,50689,6.71,2.95,True,Prophet,4.38,False,Successful,66.5
399,2020-05-07,Europe,Email,51993,9.34,2.36,False,ARIMA,3.4,False,Failed,63.0
400,2023-02-17,Australia,Website,30592,2.73,2.87,True,ARIMA,1.95,True,Successful,87.2
401,2023-06-25,Europe,Website,11647,6.15,4.64,False,SARIMA,14.19,False,Successful,68.0
402,2020-09-28,Australia,Social Media,9716,6.82,4.14,False,LSTM,10.68,False,Successful,92.3
403,2023-04-13,Asia,Email,89891,3.24,1.62,False,Prophet,11.13,False,Failed,66.4
404,2021-08-19,Africa,Social Media,88545,8.5,1.19,False,SARIMA,7.5,False,Successful,85.1
405,2023-03-11,South America,Mobile App,90912,9.48,1.32,False,LSTM,7.13,False,Successful,52.3
406,2020-01-07,Australia,Mobile App,71316,8.86,2.53,False,Prophet,1.66,False,Successful,69.3
407,2021-11-16,South America,Website,3368,7.42,3.72,False,LSTM,8.4,True,Successful,67.2
408,2020-05-15,Asia,Social Media,78575,2.85,2.52,False,SARIMA,3.71,True,Successful,90.8
409,2023-01-30,Asia,Email,7655,2.89,0.35,False,SARIMA,14.66,False,Successful,98.4
410,2023-02-08,Asia,Mobile App,71031,9.64,3.62,False,ARIMA,11.95,False,Successful,73.0
411,2022-05-05,South America,Website,77429,0.2,4.03,False,Prophet,6.2,True,Successful,91.2
412,2023-02-10,Australia,Mobile App,92083,7.19,1.45,False,ARIMA,2.28,False,Successful,85.0
413,2023-02-16,Europe,Website,88922,7.09,3.32,False,ARIMA,11.78,True,Successful,98.4
414,2020-11-13,Australia,Email,56766,6.26,2.14,False,LSTM,1.84,False,Failed,90.6
415,2022-01-04,South America,Mobile App,14403,9.9,4.45,False,Prophet,2.85,False,Successful,53.9
416,2023-02-21,Europe,Email,33097,3.19,4.23,False,LSTM,3.18,False,Failed,85.7
417,2022-01-24,South America,Email,79657,3.47,2.63,False,Prophet,8.36,False,Successful,76.8
418,2022-10-29,Africa,Website,11966,0.88,3.46,False,LSTM,11.81,False,Successful,50.8
419,2023-08-15,Australia,Mobile App,94848,4.48,4.42,False,Prophet,4.72,False,Successful,62.6
420,2021-06-12,Asia,Mobile App,53921,2.68,2.48,False,ARIMA,1.28,False,Successful,96.1
421,2020-07-17,South America,Mobile App,50726,3.5,1.57,False,LSTM,6.97,False,Successful,96.3
422,2023-09-03,Asia,Website,51300,8.36,3.77,False,ARIMA,11.22,False,Successful,89.9
423,2020-03-27,South America,Email,23677,9.36,1.11,False,SARIMA,3.33,False,Successful,99.1
424,2022-11-02,Africa,Mobile App,56609,1.94,1.95,False,LSTM,3.31,False,Successful,90.3
425,2020-04-25,South America,Email,97825,3.79,4.33,False,ARIMA,14.21,False,Successful,50.5
426,2021-06-05,Africa,Mobile App,57661,9.29,3.62,False,ARIMA,14.31,False,Successful,64.4
427,2020-02-03,Africa,Website,32024,0.71,2.03,False,LSTM,14.86,False,Successful,51.5
428,2023-11-26,Australia,Social Media,71313,1.01,1.08,False,Prophet,12.12,False,Successful,54.7
429,2021-04-10,Europe,Mobile App,54006,1.71,1.79,False,ARIMA,2.83,False,Successful,60.9
430,2022-01-29,Africa,Mobile App,96285,5.99,1.43,False,SARIMA,3.19,False,Successful,75.2
431,2020-08-13,South America,Social Media,16338,1.59,0.89,False,SARIMA,5.11,False,Failed,92.4
432,2021-08-15,Europe,Mobile App,69027,9.68,3.72,False,SARIMA,4.78,False,Successful,93.1
433,2021-03-28,North America,Mobile App,93772,4.52,1.27,False,Prophet,14.35,False,Successful,80.8
434,2022-10-02,Australia,Social Media,81135,5.07,2.28,False,ARIMA,11.84,True,Successful,96.4
435,2022-06-25,Europe,Email,20508,2.54,1.94,False,Prophet,10.86,False,Successful,75.0
436,2021-04-19,Australia,Website,4051,4.76,4.91,False,Prophet,2.8,True,Successful,94.5
437,2023-01-28,Australia,Social Media,49747,6.65,1.96,False,Prophet,13.64,False,Successful,72.7
438,2020-02-16,North America,Mobile App,88142,7.54,0.41,False,ARIMA,12.42,False,Successful,63.9
439,2023-07-16,Africa,Mobile App,88235,7.56,0.46,False,ARIMA,2.46,False,Successful,95.8
440,2023-08-13,North America,Mobile App,55021,5.82,2.96,False,Prophet,13.07,False,Successful,69.4
441,2020-09-23,South America,Social Media,67412,9.05,3.0,False,SARIMA,4.09,True,Successful,75.2
442,2020-03-05,South America,Mobile App,59335,8.19,2.1,False,ARIMA,1.22,False,Successful,66.4
443,2023-07-26,North America,Email,57179,7.59,2.16,False,ARIMA,9.86,False,Successful,83.1
444,2022-07-14,Australia,Email,33093,0.65,0.28,True,Prophet,9.81,False,Successful,99.8
445,2023-06-20,North America,Social Media,70678,0.17,2.59,False,SARIMA,1.43,False,Successful,51.3
446,2023-12-22,Europe,Email,81738,2.2,2.53,False,SARIMA,4.79,True,Successful,95.0
447,2020-09-03,Australia,Email,40734,6.67,0.76,False,ARIMA,14.89,True,Successful,50.2
448,2020-07-20,Africa,Mobile App,73615,4.17,0.53,False,ARIMA,10.18,False,Successful,68.2
449,2022-11-08,Australia,Website,74523,4.08,0.63,False,LSTM,10.95,False,Successful,58.4
450,2021-04-07,South America,Email,95476,8.86,0.51,False,ARIMA,3.2,False,Failed,87.9
451,2020-12-03,North America,Website,18019,8.97,3.05,False,LSTM,1.19,True,Successful,52.5
452,2022-07-28,Asia,Website,84613,9.1,0.99,False,ARIMA,4.16,False,Successful,77.7
453,2020-08-22,Australia,Email,92794,3.21,1.26,False,SARIMA,3.74,False,Successful,64.7
454,2020-02-04,Australia,Mobile App,87672,6.94,0.88,False,SARIMA,3.53,False,Successful,56.7
455,2020-09-01,Africa,Social Media,74847,2.79,4.79,False,ARIMA,2.9,False,Failed,88.6
456,2021-05-06,Australia,Social Media,83750,1.99,4.27,False,LSTM,8.63,True,Successful,60.9
457,2021-03-23,Europe,Website,80634,1.93,1.16,False,ARIMA,4.93,True,Successful,61.2
458,2020-06-20,South America,Email,29251,3.49,1.64,False,SARIMA,12.31,False,Successful,63.8
459,2020-12-11,Asia,Email,26945,4.36,1.06,False,Prophet,2.77,False,Successful,79.3
460,2021-06-02,Australia,Email,91852,8.33,2.46,False,LSTM,6.97,False,Successful,83.0
461,2022-04-29,Africa,Social Media,33217,1.29,0.11,False,SARIMA,0.21,True,Successful,50.9
462,2023-10-04,Australia,Website,9308,7.38,3.36,False,ARIMA,7.23,False,Successful,62.1
463,2023-04-24,Europe,Social Media,6949,5.36,2.62,False,LSTM,0.85,False,Successful,71.5
464,2023-09-16,Europe,Website,52990,2.95,4.49,False,LSTM,14.67,True,Failed,66.6
465,2023-01-09,Australia,Email,2150,4.98,0.83,False,ARIMA,11.86,False,Successful,94.2
466,2023-12-24,South America,Email,90480,3.07,4.02,True,LSTM,7.36,False,Successful,89.4
467,2023-03-01,Asia,Email,75740,6.0,3.96,False,LSTM,1.31,True,Successful,81.3
468,2021-05-14,North America,Email,67617,4.4,0.64,False,LSTM,8.89,False,Successful,66.9
469,2021-12-24,Africa,Mobile App,95841,1.73,2.0,False,LSTM,11.38,False,Successful,85.0
470,2021-11-10,Australia,Website,17896,1.25,0.86,False,SARIMA,2.87,False,Successful,92.2
471,2021-12-05,South America,Mobile App,47175,5.51,1.28,False,SARIMA,8.53,False,Successful,79.7
472,2021-01-17,South America,Email,8805,9.03,1.32,False,ARIMA,12.22,False,Successful,89.2
473,2022-07-23,Europe,Social Media,6237,3.51,2.79,False,ARIMA,11.53,False,Successful,87.5
474,2021-06-08,Asia,Mobile App,21056,7.36,2.06,False,LSTM,12.05,False,Successful,78.6
475,2020-05-14,Australia,Website,46543,6.62,4.74,False,SARIMA,13.19,True,Successful,65.6
476,2020-05-14,Africa,Email,57556,9.32,0.64,False,ARIMA,14.07,False,Successful,87.3
477,2021-10-22,Europe,Mobile App,4343,8.23,4.87,False,LSTM,6.09,False,Successful,60.3
478,2022-12-24,South America,Website,14500,5.71,1.16,False,Prophet,8.54,False,Successful,89.0
479,2020-09-30,Asia,Social Media,54222,6.6,3.87,False,LSTM,11.86,True,Successful,90.2
480,2022-09-01,Australia,Social Media,30375,8.99,1.7,False,LSTM,10.46,False,Successful,91.1
481,2021-05-20,South America,Mobile App,10662,4.06,0.72,False,Prophet,14.93,False,Successful,73.6
482,2021-01-13,Africa,Email,17964,3.34,4.29,False,Prophet,0.22,True,Failed,59.6
483,2020-08-08,South America,Social Media,60638,0.21,1.55,False,SARIMA,5.33,False,Successful,55.0
484,2022-09-11,South America,Email,74666,8.28,3.3,False,SARIMA,4.22,False,Successful,87.2
485,2023-08-02,North America,Social Media,86067,8.03,2.84,False,SARIMA,3.94,False,Successful,94.3
486,2023-09-26,South America,Social Media,68215,1.13,2.36,False,SARIMA,3.35,False,Failed,82.5
487,2023-11-28,South America,Mobile App,70042,5.81,2.48,False,SARIMA,10.64,False,Successful,57.2
488,2023-04-16,Africa,Social Media,14284,4.69,3.66,False,SARIMA,1.28,False,Successful,96.7
489,2022-01-22,South America,Mobile App,73789,1.28,0.45,False,ARIMA,11.13,False,Successful,99.5
490,2022-06-06,North America,Email,85664,9.81,3.34,False,LSTM,10.4,False,Successful,71.7
491,2020-11-10,South America,Mobile App,94468,2.23,4.48,False,SARIMA,3.77,True,Successful,79.7
492,2023-02-28,Europe,Website,62389,0.77,0.3,False,ARIMA,3.8,True,Successful,88.9
493,2023-12-08,Africa,Email,10435,5.99,0.71,False,SARIMA,9.44,False,Successful,86.8
494,2021-09-08,Europe,Email,55340,7.41,3.59,False,SARIMA,11.43,False,Successful,98.4
495,2020-11-15,Asia,Mobile App,45078,0.42,2.19,False,Prophet,13.15,False,Successful,55.7
496,2023-01-03,Australia,Mobile App,79832,6.62,2.02,False,SARIMA,12.78,True,Successful,79.0
497,2020-08-19,North America,Social Media,52293,5.37,0.69,False,SARIMA,14.47,False,Failed,84.6
498,2020-03-30,Europe,Mobile App,96981,1.12,2.54,False,LSTM,8.72,False,Successful,94.5
499,2020-02-09,Australia,Email,79781,1.81,0.64,False,ARIMA,13.63,False,Successful,93.7
500,2023-12-03,Australia,Social Media,61403,5.72,2.39,False,LSTM,12.13,False,Successful,98.9
501,2021-04-19,South America,Social Media,30124,3.03,3.82,False,ARIMA,13.42,False,Successful,75.6
502,2023-06-14,Africa,Email,96435,9.39,1.3,False,ARIMA,0.18,False,Successful,91.5
503,2022-06-10,Australia,Website,44919,8.21,2.41,False,ARIMA,14.49,True,Failed,71.4
504,2021-07-16,North America,Website,36247,9.84,4.96,False,ARIMA,7.11,False,Successful,71.1
505,2023-09-05,Asia,Website,95758,2.67,3.44,False,SARIMA,11.97,True,Successful,62.7
506,2022-10-24,Europe,Social Media,92747,9.7,4.21,False,SARIMA,1.92,False,Successful,90.9
